id,bookName,bookingSystem,region,cutTime,status,bookType,internalRiskControlFramework,fxTreatment,riskRelevant,pnlRelevant,description,bookOwnerId,costCenter,costCenterType,subDeskId,subdesk,subDeskType,deskId,deskCode,desk,deskRegion,deskCity,functionId,function,functionCat,segmentId,segment,areaId,area,groupId,group
629,UKSS,MX,APAC,Tokyo,Open,Test,MarketRisk,MonthlySellDown,Valid,Valid,value mammoth for value market mammoth price exotic exotic exotic trading capital ,722415,126,costCentre_B,63,CFLBMC,RiskManagement,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
630,DMPA,MX,APAC,London,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,of book exotic outside relative mammoth the industry outside of outside mammoth ,491524,127,costCentre_A,64,BZUROJ,MarketMaking,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
631,PWXU,MX,APAC,HongKong,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,market capital for the trading price for industry market book market industry for price relative of for a ,519134,127,costCentre_A,64,BZUROJ,MarketMaking,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
632,QBUF,LoanIQ,APAC,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,the the mammoth value for the mammoth for book quantititve relative price price the trading industry market trading ,657404,127,costCentre_A,64,BZUROJ,MarketMaking,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
633,SAXK,ION,EMEA,Tokyo,Open,Test,CreditRisk,NA,Valid,Valid,for mammoth internal making of price a a industry making market ,790366,127,costCentre_A,64,BZUROJ,MarketMaking,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
634,TLFZ,Anvil,EMEA,London,Open,Prod,MarketRisk,Other,Valid,Valid,book industry outside book exotic trading industry value book the exotic making making market book of ,160567,127,costCentre_A,64,BZUROJ,MarketMaking,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
635,XOFI,MX,APAC,London,Open,Prod,NA,NA,Valid,NotValid,outside mammoth trading a market ,949086,128,costCentre_A,64,BZUROJ,MarketMaking,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
636,KLXG,MX,US,London,Open,Prod,MarketRisk,NA,NotValid,NotValid,mammoth market of the relative exotic exotic mammoth mammoth the price ,786366,128,costCentre_A,64,BZUROJ,MarketMaking,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
637,DTUU,Calypso,APAC,London,Open,Prod,MarketRisk,NA,Valid,Valid,internal for exotic trading relative value internal market a industry ,618078,128,costCentre_A,64,BZUROJ,MarketMaking,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
638,EVQV,BBG,EMEA,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,of quantititve mammoth for relative relative price quantititve internal the for value mammoth exotic price ,731265,128,costCentre_A,64,BZUROJ,MarketMaking,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
639,ODKH,Calypso,US,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,exotic internal for book price ,801096,128,costCentre_A,64,BZUROJ,MarketMaking,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
640,RAMH,MySys,EMEA,Tokyo,Closed,Prod,MarketRisk,MonthlySellDown,NotValid,Valid,trading the exotic outside exotic industry trading ,204293,129,costCentre_B,65,FVQEVD,Hedging,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
641,WWBT,BBG,US,London,Open,Prod,MarketRisk,Other,NotValid,NotValid,making making outside internal relative industry market market a internal relative market for capital ,830620,129,costCentre_B,65,FVQEVD,Hedging,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
642,YXOY,MX,US,London,Open,Prod,MarketRisk,Other,Valid,Valid,mammoth the the mammoth internal price the ,786323,129,costCentre_B,65,FVQEVD,Hedging,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
643,OTXC,MySys,APAC,Tokyo,Closed,Prod,CreditRisk,MonthlySellDown,Valid,Valid,market a relative of for a ,327310,129,costCentre_B,65,FVQEVD,Hedging,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
644,NHPI,LoanIQ,US,London,Closed,Prod,MarketRisk,,Valid,NotValid,for capital making quantititve the industry capital for a industry capital the mammoth the for market internal making price book ,355482,129,costCentre_B,65,FVQEVD,Hedging,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
645,MDZX,Anvil,APAC,HongKong,Open,Prod,MarketRisk,Other,Valid,Valid,capital exotic quantititve exotic capital value of ,897591,130,costCentre_C,65,FVQEVD,Hedging,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
646,GOAD,LoanIQ,EMEA,Tokyo,Open,Test,MarketRisk,NA,Valid,Valid,,660766,130,costCentre_C,65,FVQEVD,Hedging,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
647,NNKM,MX,US,NewYork,Closed,Prod,MarketRisk,MonthlySellDown,NotValid,Valid,quantititve quantititve for value price capital ,471162,130,costCentre_C,65,FVQEVD,Hedging,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
648,NWIE,Anvil,APAC,London,Open,NonProd,MarketRisk,MonthlySellDown,Valid,Valid,,133372,130,costCentre_C,65,FVQEVD,Hedging,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
649,XQHG,MX,APAC,NewYork,Open,NonProd,CreditRisk,DailySellDown,Valid,Valid,capital mammoth the market for making quantititve for industry a internal value ,199087,130,costCentre_C,65,FVQEVD,Hedging,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
650,LXHT,MX,APAC,NewYork,Closed,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,590164,131,costCentre_A,66,EPXBAS,Misc,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
651,RQWO,MX,APAC,NewYork,Open,Test,MarketRisk,Other,NotValid,Valid,of internal market industry market of making ,333854,131,costCentre_A,66,EPXBAS,Misc,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
652,LLUF,MX,APAC,HongKong,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,745106,131,costCentre_A,66,EPXBAS,Misc,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
653,PUOK,Anvil,US,HongKong,Closed,Prod,MarketRisk,Other,Valid,Valid,,113875,131,costCentre_A,66,EPXBAS,Misc,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
654,AHDZ,MX,EMEA,HongKong,Open,Prod,MarketRisk,NA,Valid,Valid,internal the mammoth internal a a outside a outside price for making industry a outside a for capital ,626706,131,costCentre_A,66,EPXBAS,Misc,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
655,YKIL,MX,APAC,Tokyo,Open,Test,MarketRisk,NA,Valid,Valid,exotic a a of for ,583027,132,costCentre_C,66,EPXBAS,Misc,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
656,UJUA,MX,US,HongKong,Open,Prod,MarketRisk,NA,Valid,Valid,,221021,132,costCentre_C,66,EPXBAS,Misc,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
657,SWOE,LoanIQ,US,London,Open,NonProd,NA,DailySellDown,NotValid,Valid,price market relative the capital quantititve book book for of ,845395,132,costCentre_C,66,EPXBAS,Misc,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
658,BENE,MX,EMEA,HongKong,Open,Test,MarketRisk,Other,Valid,NotValid,price price quantititve the quantititve exotic price internal mammoth a capital relative of outside mammoth ,824963,132,costCentre_C,66,EPXBAS,Misc,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
659,BXZT,LoanIQ,EMEA,Tokyo,Open,Prod,MarketRisk,Other,NotValid,Valid,outside making internal quantititve relative relative ,831417,132,costCentre_C,66,EPXBAS,Misc,33,FKERIJ,AUS STRUCTURED SECURITIES TRADING,US,Reading,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
660,PZXY,Anvil,US,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,internal quantititve exotic internal quantititve making relative the a a ,294475,133,costCentre_G,67,WLDKBM,RiskManagement,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
661,QLYQ,MX,EMEA,NewYork,Open,Prod,MarketRisk,DailySellDown,NotValid,Valid,a industry exotic price industry value price value trading book internal for industry outside ,540367,133,costCentre_G,67,WLDKBM,RiskManagement,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
662,QEMC,MX,US,HongKong,Open,Test,MarketRisk,Other,NotValid,Valid,outside mammoth exotic a exotic quantititve of for mammoth price mammoth mammoth of a making mammoth industry ,397648,133,costCentre_G,67,WLDKBM,RiskManagement,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
663,HTUS,MX,EMEA,London,Open,Prod,CreditRisk,Other,Valid,Valid,for mammoth internal value relative mammoth value trading making ,196359,133,costCentre_G,67,WLDKBM,RiskManagement,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
664,FVXX,MySys,APAC,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,book market mammoth outside the price industry price mammoth industry ,644901,133,costCentre_G,67,WLDKBM,RiskManagement,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
665,KYNY,Anvil,APAC,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,value exotic trading price capital making market trading for market a for for mammoth trading market a ,694694,134,costCentre_G,67,WLDKBM,RiskManagement,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
666,WEPF,Calypso,EMEA,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,,938096,134,costCentre_G,67,WLDKBM,RiskManagement,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
667,VDPM,SwapsWire,EMEA,London,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,of for for trading book of book industry outside quantititve value industry price internal capital capital outside trading ,226417,134,costCentre_G,67,WLDKBM,RiskManagement,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
668,VQOZ,Calypso,APAC,HongKong,Open,Prod,MarketRisk,DailySellDown,NotValid,Valid,outside a the the ,883597,134,costCentre_G,67,WLDKBM,RiskManagement,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
669,WALJ,MX,US,HongKong,Open,Test,MarketRisk,,Valid,NotValid,,827768,134,costCentre_G,67,WLDKBM,RiskManagement,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
670,EZZT,Calypso,APAC,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,,995156,135,costCentre_Y,68,YEXVJD,MarketMaking,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
671,OAYO,MX,APAC,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,price of book book quantititve for ,988065,135,costCentre_Y,68,YEXVJD,MarketMaking,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
672,JNYT,MySys,US,NewYork,Closed,Test,MarketRisk,Other,Valid,Valid,capital quantititve market of relative relative internal book relative book ,680773,135,costCentre_Y,68,YEXVJD,MarketMaking,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
673,UAIE,MX,US,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,for a a exotic quantititve exotic quantititve value internal a market for industry mammoth market industry ,542364,135,costCentre_Y,68,YEXVJD,MarketMaking,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
674,DHFG,MX,US,London,Open,Prod,MarketRisk,NA,Valid,Valid,value internal trading the quantititve capital exotic price outside value market a trading of ,422025,135,costCentre_Y,68,YEXVJD,MarketMaking,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
675,IAWN,LoanIQ,EMEA,NewYork,Open,Prod,CreditRisk,Other,Valid,Valid,,620144,136,costCentre_G,68,YEXVJD,MarketMaking,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
676,DAOY,Calypso,APAC,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,relative quantititve relative capital a market mammoth book market outside ,711200,136,costCentre_G,68,YEXVJD,MarketMaking,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
677,DYWG,MX,US,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,279958,136,costCentre_G,68,YEXVJD,MarketMaking,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
678,VIMS,MX,US,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,,430147,136,costCentre_G,68,YEXVJD,MarketMaking,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
679,UTTM,Aladdin,APAC,NewYork,Open,Prod,CreditRisk,DailySellDown,Valid,Valid,capital exotic mammoth capital a of industry of market internal making internal the ,417523,136,costCentre_G,68,YEXVJD,MarketMaking,34,PVFLYU,EM CASH ALGO TRADING,TK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
680,FDEO,MX,EMEA,Tokyo,Open,Prod,CreditRisk,DailySellDown,NotValid,Valid,exotic quantititve of industry industry capital exotic trading the capital industry for book capital the for for capital mammoth ,886900,137,costCentre_B,69,MWDZBA,Hedging,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
681,QMMQ,MX,EMEA,HongKong,Open,Prod,NA,Other,Valid,Valid,value outside making market outside industry for book ,357819,137,costCentre_B,69,MWDZBA,Hedging,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
682,IBFA,BBG,US,NewYork,Open,Prod,MarketRisk,MonthlySellDown,NotValid,Valid,quantititve book a price trading price the market of price exotic market outside mammoth relative internal internal industry capital ,270817,137,costCentre_B,69,MWDZBA,Hedging,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
683,MRBO,MX,EMEA,London,Open,Test,MarketRisk,MonthlySellDown,Valid,NotValid,price making outside relative for making the ,149884,137,costCentre_B,69,MWDZBA,Hedging,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
684,LUNP,Aladdin,EMEA,HongKong,Open,NonProd,MarketRisk,NA,Valid,Valid,exotic outside of the market mammoth outside book market the market the making ,597287,137,costCentre_B,69,MWDZBA,Hedging,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
685,MSDX,ION,APAC,London,Open,Test,MarketRisk,DailySellDown,NotValid,Valid,market making mammoth trading outside trading internal quantititve capital a a price the a mammoth making quantititve value ,231100,138,costCentre_A,69,MWDZBA,Hedging,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
686,PFNF,ION,APAC,Tokyo,Open,NonProd,CreditRisk,DailySellDown,Valid,Valid,internal for the of internal price mammoth quantititve value internal the quantititve quantititve mammoth market capital for industry industry ,581004,138,costCentre_A,69,MWDZBA,Hedging,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
687,DQDF,LoanIQ,APAC,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,value book mammoth for trading capital mammoth quantititve a for outside relative making the market price for mammoth ,162235,138,costCentre_A,69,MWDZBA,Hedging,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
688,SREK,Calypso,APAC,London,Closed,Prod,NA,DailySellDown,NotValid,Valid,,256583,138,costCentre_A,69,MWDZBA,Hedging,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
689,VOPK,Anvil,EMEA,London,Closed,NonProd,MarketRisk,Other,Valid,Valid,,723847,138,costCentre_A,69,MWDZBA,Hedging,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
690,HYCJ,MX,US,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,the internal market making exotic relative market book ,189823,139,costCentre_A,70,OLHEKL,MarketMaking,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
691,FSXF,MX,EMEA,London,Open,Prod,MarketRisk,NA,NotValid,NotValid,outside relative for capital capital for making value relative a relative relative for ,895022,139,costCentre_A,70,OLHEKL,MarketMaking,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
692,ZUTP,Aladdin,APAC,London,Open,Prod,NA,DailySellDown,Valid,Valid,industry capital quantititve trading mammoth quantititve mammoth for internal value internal outside outside of market of trading making quantititve book ,876791,139,costCentre_A,70,OLHEKL,MarketMaking,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
693,DFNF,LoanIQ,EMEA,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,a book industry industry trading market for industry book exotic relative mammoth book for value outside internal ,436544,139,costCentre_A,70,OLHEKL,MarketMaking,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
694,UFAS,LoanIQ,US,Tokyo,Open,Prod,NA,DailySellDown,Valid,Valid,of trading of making trading quantititve outside capital industry industry for of price ,469136,139,costCentre_A,70,OLHEKL,MarketMaking,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
695,BRWJ,ION,EMEA,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,book for for outside for mammoth exotic outside value capital ,193511,140,costCentre_B,70,OLHEKL,MarketMaking,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
696,JUYT,Calypso,APAC,NewYork,Closed,Prod,CreditRisk,,NotValid,Valid,mammoth book a value the price making ,312777,140,costCentre_B,70,OLHEKL,MarketMaking,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
697,EPKW,MySys,APAC,HongKong,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,for the price of market industry capital price relative a quantititve market the price ,852244,140,costCentre_B,70,OLHEKL,MarketMaking,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
698,EBXX,Calypso,US,NewYork,Open,Test,NA,NA,Valid,NotValid,trading industry capital market of value ,516880,140,costCentre_B,70,OLHEKL,MarketMaking,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
699,BDER,MX,US,Tokyo,Open,NonProd,MarketRisk,DailySellDown,Valid,Valid,of the making mammoth outside for market ,364911,140,costCentre_B,70,OLHEKL,MarketMaking,35,DNMCWO,EM CASH ALGO TRADING,US,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
700,ETFD,Aladdin,EMEA,London,Open,Prod,NA,NA,Valid,NotValid,capital exotic a outside mammoth quantititve mammoth market quantititve ,319813,141,costCentre_G,71,DQZTVK,Hedging,36,AVQJZP,EM CASH SECURITIES HEDGING,US,Krakow,8,US credit Options,Cat,4,RatesDerivs,2,Treasury,1,IB
701,DCDM,ION,APAC,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,912658,141,costCentre_G,71,DQZTVK,Hedging,36,AVQJZP,EM CASH SECURITIES HEDGING,US,Krakow,8,US credit Options,Cat,4,RatesDerivs,2,Treasury,1,IB
702,ALRP,Aladdin,APAC,London,Open,Prod,CreditRisk,,Valid,Valid,value of internal quantititve making quantititve of of quantititve for relative the mammoth book relative ,922854,141,costCentre_G,71,DQZTVK,Hedging,36,AVQJZP,EM CASH SECURITIES HEDGING,US,Krakow,8,US credit Options,Cat,4,RatesDerivs,2,Treasury,1,IB
703,GOKV,Anvil,US,HongKong,Open,Prod,CreditRisk,NA,Valid,Valid,exotic industry mammoth relative industry price market a internal internal ,690096,141,costCentre_G,71,DQZTVK,Hedging,36,AVQJZP,EM CASH SECURITIES HEDGING,US,Krakow,8,US credit Options,Cat,4,RatesDerivs,2,Treasury,1,IB
704,RNIK,Calypso,EMEA,London,Closed,NonProd,MarketRisk,Other,Valid,Valid,making making industry price of market a of the for exotic ,145770,141,costCentre_G,71,DQZTVK,Hedging,36,AVQJZP,EM CASH SECURITIES HEDGING,US,Krakow,8,US credit Options,Cat,4,RatesDerivs,2,Treasury,1,IB
705,ONMB,BBG,APAC,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,the industry exotic of book quantititve of making industry value book of value internal the mammoth book capital ,935134,142,costCentre_A,71,DQZTVK,Hedging,36,AVQJZP,EM CASH SECURITIES HEDGING,US,Krakow,8,US credit Options,Cat,4,RatesDerivs,2,Treasury,1,IB
706,QSZF,BBG,EMEA,NewYork,Open,Prod,MarketRisk,Other,NotValid,Valid,internal market for quantititve price outside for for the internal value outside quantititve mammoth price internal capital quantititve book ,185283,142,costCentre_A,71,DQZTVK,Hedging,36,AVQJZP,EM CASH SECURITIES HEDGING,US,Krakow,8,US credit Options,Cat,4,RatesDerivs,2,Treasury,1,IB
707,YHXA,BBG,EMEA,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,book value book internal trading internal outside industry exotic relative exotic relative price a trading ,278835,142,costCentre_A,71,DQZTVK,Hedging,36,AVQJZP,EM CASH SECURITIES HEDGING,US,Krakow,8,US credit Options,Cat,4,RatesDerivs,2,Treasury,1,IB
